#,1#,2#,#3,10#,4#,5#,6#,7#
27265,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:20:05.000000Z,2023-08-07T11:20:05.000000Z
27264,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/status-change/0/eyJpdiI6IlNzTy9CdW9lUlJkZlFoNVl4c3hMeGc9PSIsInZhbHVlIjoibThQTEV6ci9ZK0R2LzIxdjc2ZDlxUT09IiwibWFjIjoiOGZiOWEwNDdmNjI1NDZlMWFhMDE4ZWZjNTE1OTVhNDZmNDIzZjBiZmMxNmVlMTY0MDMxNzBmZGQ4MjQxMjFiYyIsInRhZyI6IiJ9/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:20:05.000000Z,2023-08-07T11:20:05.000000Z
27263,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:19:44.000000Z,2023-08-07T11:19:44.000000Z
27262,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/status-change/1/eyJpdiI6IkdTM2dnUmZIQVMwckdmY1p3NkpydlE9PSIsInZhbHVlIjoiNEpVMlNnelVjRFpLRzMzd1RNZlJqdz09IiwibWFjIjoiNDkwNDAyMmU1Y2VmZTdkMWU2YzVlMWZjZTZiMzNkMGU0ZDFkMjEyMTQ1Njc2MDg4NmJlMTNjMWEyYjc0M2I3ZCIsInRhZyI6IiJ9/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:19:44.000000Z,2023-08-07T11:19:44.000000Z
27261,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:19:36.000000Z,2023-08-07T11:19:36.000000Z
27260,add-industry/21,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry/eyJpdiI6ImJ1K1laZk5Cem9XV1VLYjhnS3gyVnc9PSIsInZhbHVlIjoibDl4VEk0UUw2NEpkNjYxYmYvNERJZz09IiwibWFjIjoiNzM5MjIzYzQ5MDgyMjZkMDhhYWNlYzllYWUwZGVlNWJiYzQ2Y2U5ZWZiODM0YTZlNmZlZDA0MGEzMGZiNjAxYSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T11:18:59.000000Z,2023-08-07T11:18:59.000000Z
27259,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:10:54.000000Z,2023-08-07T11:10:54.000000Z
27258,add-industry/21,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry/eyJpdiI6InNBVHNpTGNyUExUTlJ4VlRaV2JsS0E9PSIsInZhbHVlIjoiaFJQNDFleFNrUFMwYklFYWlERUV6QT09IiwibWFjIjoiYWUyMzJiNjA1MDRkODRkOWQ3OWIzMzQxMDI0YTE2OTRjMGU4MDM0YjU3ZTE3NDIxNWRjZDQ4M2M0MzExMDMxYSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T11:10:51.000000Z,2023-08-07T11:10:51.000000Z
27257,add-industry/21,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry/eyJpdiI6InNBVHNpTGNyUExUTlJ4VlRaV2JsS0E9PSIsInZhbHVlIjoiaFJQNDFleFNrUFMwYklFYWlERUV6QT09IiwibWFjIjoiYWUyMzJiNjA1MDRkODRkOWQ3OWIzMzQxMDI0YTE2OTRjMGU4MDM0YjU3ZTE3NDIxNWRjZDQ4M2M0MzExMDMxYSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T11:10:05.000000Z,2023-08-07T11:10:05.000000Z
27256,add-industry/21,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry/eyJpdiI6InNBVHNpTGNyUExUTlJ4VlRaV2JsS0E9PSIsInZhbHVlIjoiaFJQNDFleFNrUFMwYklFYWlERUV6QT09IiwibWFjIjoiYWUyMzJiNjA1MDRkODRkOWQ3OWIzMzQxMDI0YTE2OTRjMGU4MDM0YjU3ZTE3NDIxNWRjZDQ4M2M0MzExMDMxYSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T11:09:32.000000Z,2023-08-07T11:09:32.000000Z
27255,add-industry/21,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry/eyJpdiI6InNBVHNpTGNyUExUTlJ4VlRaV2JsS0E9PSIsInZhbHVlIjoiaFJQNDFleFNrUFMwYklFYWlERUV6QT09IiwibWFjIjoiYWUyMzJiNjA1MDRkODRkOWQ3OWIzMzQxMDI0YTE2OTRjMGU4MDM0YjU3ZTE3NDIxNWRjZDQ4M2M0MzExMDMxYSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T11:09:14.000000Z,2023-08-07T11:09:14.000000Z
27254,add-industry/21,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry/eyJpdiI6InNBVHNpTGNyUExUTlJ4VlRaV2JsS0E9PSIsInZhbHVlIjoiaFJQNDFleFNrUFMwYklFYWlERUV6QT09IiwibWFjIjoiYWUyMzJiNjA1MDRkODRkOWQ3OWIzMzQxMDI0YTE2OTRjMGU4MDM0YjU3ZTE3NDIxNWRjZDQ4M2M0MzExMDMxYSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T11:00:36.000000Z,2023-08-07T11:00:36.000000Z
27253,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/industry,1,"Super Admin",192.168.1.4,2023-08-07T11:00:30.000000Z,2023-08-07T11:00:30.000000Z
27252,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T11:00:30.000000Z,2023-08-07T11:00:30.000000Z
27251,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T11:00:10.000000Z,2023-08-07T11:00:10.000000Z
27250,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T11:00:06.000000Z,2023-08-07T11:00:06.000000Z
27249,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T10:59:45.000000Z,2023-08-07T10:59:45.000000Z
27248,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T10:56:49.000000Z,2023-08-07T10:56:49.000000Z
27247,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T10:56:48.000000Z,2023-08-07T10:56:48.000000Z
27246,add-industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-industry,1,"Super Admin",192.168.1.4,2023-08-07T10:56:46.000000Z,2023-08-07T10:56:46.000000Z
27245,industry,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/industry,1,"Super Admin",192.168.1.4,2023-08-07T10:56:40.000000Z,2023-08-07T10:56:40.000000Z
27244,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:56:38.000000Z,2023-08-07T10:56:38.000000Z
27243,view_banner/24,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IndWQUFTWUlSMUJOekJlV1ZtV1pHNUE9PSIsInZhbHVlIjoidGMyOE00V2F3QjJvRmQ1bVBjZWZzQT09IiwibWFjIjoiMDFlNGY2N2RlNDMzNTk1YmI5MWIzZTcyMmNkMzQ3NTgyNGM2MjFhYWRmNzYzMjA3MjNkMTRjZjEyNjI0MzA0NyIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:56:31.000000Z,2023-08-07T10:56:31.000000Z
27242,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:56:15.000000Z,2023-08-07T10:56:15.000000Z
27241,banner_sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/status-change/1/eyJpdiI6ImFYSDhSbzVTRkVkZmh2RnQ0QzhyOGc9PSIsInZhbHVlIjoiWWhaN2FHWmRVY0twekdOalVPM2pxQT09IiwibWFjIjoiN2FjYzcxNGQ4NGY3Y2U1ZGQ0OGI1NThmMjdiZmZkZjgwNmY1NTRiOTI3YTBjZjkxZTcyOTQwMGM0ZDRiMTg0MSIsInRhZyI6IiJ9/banner_sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:56:15.000000Z,2023-08-07T10:56:15.000000Z
27240,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:56:02.000000Z,2023-08-07T10:56:02.000000Z
27239,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:56:01.000000Z,2023-08-07T10:56:01.000000Z
27238,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:55:40.000000Z,2023-08-07T10:55:40.000000Z
27237,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:55:38.000000Z,2023-08-07T10:55:38.000000Z
27236,delete-banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/delete-banner/eyJpdiI6Ik1kTVp4dFc4RDkxSjVhSDY4Zyt4VWc9PSIsInZhbHVlIjoiRFNDcllrM0lLZ3hGK05hT2RvME1XZz09IiwibWFjIjoiZWRlYjA1YmUzMDVhYmVhMDE4MWRmODIwMTE5Y2UyMzMxNjFlYjdmNWJjOTgwZWI3NDA3OWYyOTI0ZjBlZDIxZiIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:55:38.000000Z,2023-08-07T10:55:38.000000Z
27235,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:55:35.000000Z,2023-08-07T10:55:35.000000Z
27234,banner_sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/status-change/1/eyJpdiI6InV2MVA0RWUyZTFKSlIwbTJrYTA5TGc9PSIsInZhbHVlIjoiSHRwOHUyMVRNNXgyaFhvTEJjL0lpdz09IiwibWFjIjoiMmE1NGU1MWUyMzY2YmZjYmYxOGUwZTRjMTMxMGZkOWFiYjFlMTU4OWNmNzRjYzEyN2QzOWVmOTllNGE5ZjhiMiIsInRhZyI6IiJ9/banner_sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:55:34.000000Z,2023-08-07T10:55:34.000000Z
27233,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:55:32.000000Z,2023-08-07T10:55:32.000000Z
27232,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:53:33.000000Z,2023-08-07T10:53:33.000000Z
27231,banner_sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/status-change/0/eyJpdiI6InVsSEROaXNyK0M4M0ZJL1V6bU1MYnc9PSIsInZhbHVlIjoiQUJZR09XU3RRTnRnUjAxaW1XQXZhUT09IiwibWFjIjoiNjdiNGVlMmJmY2FlODNhM2U3ZmQyZGE5MDA5YjMwNGFmN2IzZTliNTY5ZTAzNTVlY2FkNDQwNjRlODBlOGU1OCIsInRhZyI6IiJ9/banner_sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:53:33.000000Z,2023-08-07T10:53:33.000000Z
27230,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:50:15.000000Z,2023-08-07T10:50:15.000000Z
27229,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:50:14.000000Z,2023-08-07T10:50:14.000000Z
27228,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:49:46.000000Z,2023-08-07T10:49:46.000000Z
27227,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:42:28.000000Z,2023-08-07T10:42:28.000000Z
27226,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:42:27.000000Z,2023-08-07T10:42:27.000000Z
27225,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:41:17.000000Z,2023-08-07T10:41:17.000000Z
27224,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:41:16.000000Z,2023-08-07T10:41:16.000000Z
27223,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:41:03.000000Z,2023-08-07T10:41:03.000000Z
27222,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:41:03.000000Z,2023-08-07T10:41:03.000000Z
27221,add-edit-banner,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/add-edit-banner,1,"Super Admin",192.168.1.4,2023-08-07T10:40:38.000000Z,2023-08-07T10:40:38.000000Z
27220,manage-banners-sliders,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-banners-sliders,1,"Super Admin",192.168.1.4,2023-08-07T10:40:36.000000Z,2023-08-07T10:40:36.000000Z
27219,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:40:24.000000Z,2023-08-07T10:40:24.000000Z
27218,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:39:55.000000Z,2023-08-07T10:39:55.000000Z
27217,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:39:42.000000Z,2023-08-07T10:39:42.000000Z
27216,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:39:18.000000Z,2023-08-07T10:39:18.000000Z
27215,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:39:09.000000Z,2023-08-07T10:39:09.000000Z
27214,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:38:57.000000Z,2023-08-07T10:38:57.000000Z
27213,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:38:12.000000Z,2023-08-07T10:38:12.000000Z
27212,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:27:41.000000Z,2023-08-07T10:27:41.000000Z
27211,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:26:59.000000Z,2023-08-07T10:26:59.000000Z
27210,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:26:15.000000Z,2023-08-07T10:26:15.000000Z
27209,view_banner/12,"07-08-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/view_banner/eyJpdiI6IlpydjdIc1NEWFhMZlJLQlhucFdna2c9PSIsInZhbHVlIjoiT1phNXRCbUhvdXNIclBpdmNJbnIwZz09IiwibWFjIjoiYzI5NDAwMGJjODI3ZWNlMTQyNTUyYWJjMWExYjczMDBiNjI4ZmQzZDE4ODM5ZDRmOWEzMzAwYzY0NDJhODE3ZSIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.4,2023-08-07T10:26:03.000000Z,2023-08-07T10:26:03.000000Z
