#,1#,2#,#3,10#,4#,5#,6#,7#
39803,guidelines-participants-list,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/guidelines-participants-list,1,"Super Admin",192.168.1.52,2023-11-20T05:36:07.000000Z,2023-11-20T05:36:07.000000Z
39802,Audit-data-show,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/Audit-data-show,1,"Super Admin",192.168.1.52,2023-11-20T05:34:36.000000Z,2023-11-20T05:34:36.000000Z
39801,guidelines-participants-list,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/guidelines-participants-list,1,"Super Admin",192.168.1.52,2023-11-20T05:34:01.000000Z,2023-11-20T05:34:01.000000Z
39800,guidelines-participants-list,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/guidelines-participants-list,1,"Super Admin",192.168.1.52,2023-11-20T05:24:15.000000Z,2023-11-20T05:24:15.000000Z
39799,sc-st-obc-list,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/sc-st-obc-list,1,"Super Admin",192.168.1.52,2023-11-20T05:24:11.000000Z,2023-11-20T05:24:11.000000Z
39798,feedback,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/feedback,1,"Super Admin",192.168.1.52,2023-11-20T05:24:08.000000Z,2023-11-20T05:24:08.000000Z
39797,enquirie-list,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/enquirie-list,1,"Super Admin",192.168.1.52,2023-11-20T05:24:03.000000Z,2023-11-20T05:24:03.000000Z
39796,guidelines-participants-list,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/guidelines-participants-list,1,"Super Admin",192.168.1.52,2023-11-20T05:17:38.000000Z,2023-11-20T05:17:38.000000Z
39795,permissions/10,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/permissions/eyJpdiI6IllpcHNHZUpFRmFaN2ptVTk3V3VYb3c9PSIsInZhbHVlIjoiamhlL0Roc1ZIK2x1VmhUNElaSGloZz09IiwibWFjIjoiYjdjZWI0YTMzYjQ0OWMxODFkNjc1Mjk1ZGQ4ZTM1NWMxNThiM2Q2NjI3ZDcwNTdkNjQzMzM0NThhNjYzNzY0MyIsInRhZyI6IiJ9,1,"Super Admin",192.168.1.52,2023-11-20T05:16:42.000000Z,2023-11-20T05:16:42.000000Z
39794,manage-roles,"20-11-2023 ",http://localhost/project_new/iim-kashipur/public/Accounts/manage-roles,1,"Super Admin",192.168.1.52,2023-11-20T05:16:36.000000Z,2023-11-20T05:16:36.000000Z
